product_name,price_raw,product_url,scraped_at,price_value,currency
ПЛАТЬЕ ИЗ ПОПЛИНА СО СБОРКАМИ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BF%D0%BE%D0%BF%D0%BB%D0%B8%D0%BD%D0%B0-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-%E2%80%94-zw-collection-p08678325.html,2025-12-02T12:49:07,39990.0,KZT
КОРОТКОЕ ПЛАТЬЕ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%E2%80%94-zw-collection-p09191199.html,2025-12-02T12:49:07,39990.0,KZT
БАРХАТНОЕ ПЛАТЬЕ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B1%D0%B0%D1%80%D1%85%D0%B0%D1%82%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%E2%80%94-zw-collection-p04786324.html,2025-12-02T12:49:07,49990.0,KZT
АТЛАСНОЕ ПЛАТЬЕ МИДИ С ОТКРЫТОЙ СПИНОЙ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B8-%D1%81%D0%BF%D0%B8%D0%BD%D0%BE%D0%B8-p08807399.html,2025-12-02T12:49:07,28990.0,KZT
АТЛАСНОЕ ПЛАТЬЕ МИДИ С ВЫРЕЗАМИ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%B0%D0%BC%D0%B8-p08351221.html,2025-12-02T12:49:07,31990.0,KZT
ДЛИННОЕ ПЛАТЬЕ-ХАЛТЕР СО СБОРКАМИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-p05039826.html,2025-12-02T12:49:07,28990.0,KZT
КОМБИНИРОВАННОЕ ПЛАТЬЕ-ХАЛТЕР ИЗ ТЮЛЯ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D0%B8%D0%B7-%D1%82%D1%8E%D0%BB%D1%8F-p05039815.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С БАХРОМОЙ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D1%85%D1%80%D0%BE%D0%BC%D0%BE%D0%B8-p08351046.html,2025-12-02T12:49:07,24990.0,KZT
ПЛАТЬЕ МИДИ С АНИМАЛИСТИЧЕСКИМ ПРИНТОМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%B0%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%BC-%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC-p08790139.html,2025-12-02T12:49:07,31990.0,KZT
ЖАККАРДОВОЕ ПЛАТЬЕ С БАНДАНОЙ — ZW COLLECTION,"T 65 990,00",https://www.zara.com/kz/ru/%D0%B6%D0%B0%D0%BA%D0%BA%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D0%BD%D0%B4%D0%B0%D0%BD%D0%BE%D0%B8-%E2%80%94-zw-collection-p09594341.html,2025-12-02T12:49:07,65990.0,KZT
ПЛАТЬЕ АСИММЕТРИЧНОГО КРОЯ С КРУЖЕВОМ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BA%D1%80%D0%BE%D1%8F-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-%E2%80%94-zw-collection-p05919200.html,2025-12-02T12:49:07,39990.0,KZT
АТЛАСНОЕ ПЛАТЬЕ С ЗАПАХОМ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B7%D0%B0%D0%BF%D0%B0%D1%85%D0%BE%D0%BC-%E2%80%94-zw-collection-p09780063.html,2025-12-02T12:49:07,49990.0,KZT
МИНИ-ПЛАТЬЕ-БЛЕЙЗЕР ХАЛТЕР,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BC%D0%B8%D0%BD%D0%B8-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B1%D0%BB%D0%B5%D0%B8%D0%B7%D0%B5%D1%80-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-p03608536.html,2025-12-02T12:49:07,31990.0,KZT
ПЛИССИРОВАННОЕ ПЛАТЬЕ МИДИ,"T 37 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B8%D1%81%D1%81%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-p08462335.html,2025-12-02T12:49:07,37990.0,KZT
ПЛАТЬЕ ИЗ КОЛЛЕКЦИИ ZW LIMITED EDITION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B8-zw-limited-edition-p04437263.html,2025-12-02T12:49:07,39990.0,KZT
ДЛИННОЕ АТЛАСНОЕ ПЛАТЬЕ ZW COLLECTION LIMITED EDITION,"T 55 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-zw-collection-limited-edition-p02488201.html,2025-12-02T12:49:07,55990.0,KZT
ДЖИНСОВОЕ ПЛАТЬЕ-ХАЛТЕР TRF,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-trf-p06929287.html,2025-12-02T12:49:07,28990.0,KZT
ДЛИННОЕ ПЛАТЬЕ-ХАЛТЕР СО СБОРКАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-p05039826.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С КОМБИНИРОВАННЫМ НИЗОМ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%BC-%D0%BD%D0%B8%D0%B7%D0%BE%D0%BC-p08020815.html,2025-12-02T12:49:07,28990.0,KZT
КОРОТКОЕ ПЛАТЬЕ ИЗ ГАЗА С ВОЛАНАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%B3%D0%B0%D0%B7%D0%B0-%D1%81-%D0%B2%D0%BE%D0%BB%D0%B0%D0%BD%D0%B0%D0%BC%D0%B8-p05107335.html,2025-12-02T12:49:07,24990.0,KZT
ДЛИННОЕ ПЛАТЬЕ С ВЫРЕЗАМИ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B2%D1%8B%D1%80%D0%B5%D0%B7%D0%B0%D0%BC%D0%B8-p08337262.html,2025-12-02T12:49:07,31990.0,KZT
КОРОТКОЕ ПЛАТЬЕ ИЗ ТКАНИ СО СБОРКАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D1%82%D0%BA%D0%B0%D0%BD%D0%B8-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-p02180224.html,2025-12-02T12:49:07,24990.0,KZT
КОМБИНИРОВАННОЕ ПЛАТЬЕ С КРУЖЕВОМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-p02678612.html,2025-12-02T12:49:07,31990.0,KZT
ДЛИННОЕ АСИММЕТРИЧНОЕ ПЛАТЬЕ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-p05039471.html,2025-12-02T12:49:07,28990.0,KZT
ПЛАТЬЕ ИЗ КОЛЛЕКЦИИ ZW С ПАЙЕТКАМИ И КРУЖЕВОМ,"T 65 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B8-zw-%D1%81-%D0%BF%D0%B0%D0%B8%D0%B5%D1%82%D0%BA%D0%B0%D0%BC%D0%B8-%D0%B8-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%BE%D0%BC-p01758214.html,2025-12-02T12:49:07,65990.0,KZT
ДЛИННОЕ ПЛАТЬЕ В ГОРОШЕК С ПЛАТКОМ,"T 39 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B2-%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA-%D1%81-%D0%BF%D0%BB%D0%B0%D1%82%D0%BA%D0%BE%D0%BC-p03067232.html,2025-12-02T12:49:07,39990.0,KZT
КОРОТКОЕ ПЛАТЬЕ ИЗ ПОЛИАМИДА,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BF%D0%BE%D0%BB%D0%B8%D0%B0%D0%BC%D0%B8%D0%B4%D0%B0-p01355624.html,2025-12-02T12:49:07,28990.0,KZT
КОРОТКОЕ КОМБИНИРОВАННОЕ ПЛАТЬЕ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-p04772235.html,2025-12-02T12:49:07,28990.0,KZT
КОРОТКОЕ ПЛАТЬЕ ИЗ ИСКУССТВЕННОЙ ЗАМШИ С ВОЛАНАМИ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B8-%D0%B7%D0%B0%D0%BC%D1%88%D0%B8-%D1%81-%D0%B2%D0%BE%D0%BB%D0%B0%D0%BD%D0%B0%D0%BC%D0%B8-p04764279.html,2025-12-02T12:49:07,31990.0,KZT
ДЖИНСОВОЕ ПЛАТЬЕ МИДИ — ZW COLLECTION,"T 49 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%E2%80%94-zw-collection-p07563243.html,2025-12-02T12:49:07,49990.0,KZT
ПЛАТЬЕ-РУБАШКА В КЛЕТКУ — ZW COLLECTION,"T 39 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%80%D1%83%D0%B1%D0%B0%D1%88%D0%BA%D0%B0-%D0%B2-%D0%BA%D0%BB%D0%B5%D1%82%D0%BA%D1%83-%E2%80%94-zw-collection-p08789078.html,2025-12-02T12:49:07,39990.0,KZT
АТЛАСНОЕ ПЛАТЬЕ МИДИ С ПРИНТОМ,"T 37 990,00",https://www.zara.com/kz/ru/%D0%B0%D1%82%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D1%81-%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC-p09186234.html,2025-12-02T12:49:07,37990.0,KZT
ПЛАТЬЕ МИДИ ИЗ КРЕПА С ПОЯСОМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%B8%D0%B7-%D0%BA%D1%80%D0%B5%D0%BF%D0%B0-%D1%81-%D0%BF%D0%BE%D1%8F%D1%81%D0%BE%D0%BC-p08864583.html,2025-12-02T12:49:07,31990.0,KZT
ПЛАТЬЕ МИДИ ИЗ СТРУЯЩЕЙСЯ ТКАНИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%B8%D0%B7-%D1%81%D1%82%D1%80%D1%83%D1%8F%D1%89%D0%B5%D0%B8%D1%81%D1%8F-%D1%82%D0%BA%D0%B0%D0%BD%D0%B8-p03067206.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С ГОРЛОВИНОЙ ХАЛТЕР И ЮБКОЙ ГОДЕ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B3%D0%BE%D1%80%D0%BB%D0%BE%D0%B2%D0%B8%D0%BD%D0%BE%D0%B8-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D0%B8-%D1%8E%D0%B1%D0%BA%D0%BE%D0%B8-%D0%B3%D0%BE%D0%B4%D0%B5-p04661379.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ДЖИНСОВОЕ ПЛАТЬЕ TRF С ДРАПИРОВКОЙ,"T 19 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-trf-%D1%81-%D0%B4%D1%80%D0%B0%D0%BF%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%BE%D0%B8-p06929288.html,2025-12-02T12:49:07,19990.0,KZT
КОРОТКОЕ КОМБИНИРОВАННОЕ ПЛАТЬЕ С БАНТАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D0%B0%D0%BD%D1%82%D0%B0%D0%BC%D0%B8-p08171777.html,2025-12-02T12:49:07,24990.0,KZT
ДЛИННОЕ КОМБИНИРОВАННОЕ ПЛАТЬЕ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-p05029205.html,2025-12-02T12:49:07,24990.0,KZT
ДЛИННОЕ МЯГКОЕ ПЛАТЬЕ,"T 19 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BC%D1%8F%D0%B3%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-p01165891.html,2025-12-02T12:49:07,19990.0,KZT
